file,geographic_coverage,possible_issue,evidence_categories,mime_type,thumbnail_http_status,commons_file_page
Temes vármegye in Hungary.svg,"Temes vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Temes_v%C3%A1rmegye_in_Hungary.svg
Tennessee in United States (US48).svg,"Tennessee, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tennessee_in_United_States_(US48).svg
Tennessee in United States.svg,"Tennessee, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tennessee_in_United_States.svg
Terni in Italy.svg,"Terni, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Terni_in_Italy.svg
Ternopil in Ukraine.svg,"Ternopil, Ukraine",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ternopil_in_Ukraine.svg
Tete in Mozambique.svg,"Tete, Mozambique",Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tete_in_Mozambique.svg
Texas in United States.svg,"Texas, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Texas_in_United_States.svg
Thai Binh in Vietnam before 1 July 2025 (special marker).svg,"Thai Binh, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Thai_Binh_in_Vietnam_before_1_July_2025_(special_marker).svg
Thai Binh in Vietnam before 1 July 2025.svg,"Thai Binh, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Thai_Binh_in_Vietnam_before_1_July_2025.svg
Thai Nguyen in Viet Nam.svg,"Thai Nguyen, Viet Nam",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Thai_Nguyen_in_Viet_Nam.svg
Thai Nguyen in Vietnam before 1 July 2025.svg,"Thai Nguyen, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Thai_Nguyen_in_Vietnam_before_1_July_2025.svg
Thanh Hoa in Viet Nam.svg,"Thanh Hoa, Viet Nam",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Thanh_Hoa_in_Viet_Nam.svg
Thanh Hoa in Vietnam before 1 July 2025.svg,"Thanh Hoa, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Thanh_Hoa_in_Vietnam_before_1_July_2025.svg
Three Kings Islands in New Zealand.svg,"Three Kings Islands, New Zealand",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Three_Kings_Islands_in_New_Zealand.svg
Thua Thien Hue in Vietnam before 1 July 2025.svg,"Thua Thien Hue, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Thua_Thien_Hue_in_Vietnam_before_1_July_2025.svg
Thuringia in Germany.svg,"Thuringia, Germany",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Thuringia_in_Germany.svg
Tibet Area in Republic of China.svg,"Tibet Area, Republic of China",Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tibet_Area_in_Republic_of_China.svg
Tien Giang in Vietnam before 1 July 2025.svg,"Tien Giang, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tien_Giang_in_Vietnam_before_1_July_2025.svg
Tirol in Austria.svg,"Tirol, Austria",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Austria,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tirol_in_Austria.svg
Tirupati in Andhra Pradesh (India).svg,"Tirupati, Andhra Pradesh, India",Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tirupati_in_Andhra_Pradesh_(India).svg
Tochigi in Japan (extended).svg,"Tochigi, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tochigi_in_Japan_(extended).svg
Tochigi in Japan (narrow).svg,"Tochigi, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tochigi_in_Japan_(narrow).svg
Tochigi in Japan.svg,"Tochigi, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tochigi_in_Japan.svg
Tokelau in New Zealand.svg,"Tokelau, New Zealand",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tokelau_in_New_Zealand.svg
Tokushima in Japan (extended).svg,"Tokushima, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tokushima_in_Japan_(extended).svg
Tokushima in Japan (narrow).svg,"Tokushima, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tokushima_in_Japan_(narrow).svg
Tokushima in Japan.svg,"Tokushima, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tokushima_in_Japan.svg
Tokyo in Japan (extended).svg,"Tokyo, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tokyo_in_Japan_(extended).svg
Tokyo in Japan (narrow).svg,"Tokyo, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tokyo_in_Japan_(narrow).svg
Tokyo in Japan.svg,"Tokyo, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tokyo_in_Japan.svg
Toledo in Belize.svg,"Toledo, Belize",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Toledo_in_Belize.svg
Tolna vármegye in Hungary.svg,"Tolna vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tolna_v%C3%A1rmegye_in_Hungary.svg
Tomsk in Russia.svg,"Tomsk, Russia",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tomsk_in_Russia.svg
Torda-Aranyos vármegye in Hungary.svg,"Torda-Aranyos vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Torda-Aranyos_v%C3%A1rmegye_in_Hungary.svg
Torfaen in Wales.svg,"Torfaen, Wales",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Wales,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Torfaen_in_Wales.svg
Torino in Italy.svg,"Torino, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Torino_in_Italy.svg
Torontál vármegye in Hungary.svg,"Torontál vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Toront%C3%A1l_v%C3%A1rmegye_in_Hungary.svg
Tottori in Japan (extended).svg,"Tottori, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tottori_in_Japan_(extended).svg
Tottori in Japan (narrow).svg,"Tottori, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tottori_in_Japan_(narrow).svg
Tottori in Japan.svg,"Tottori, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tottori_in_Japan.svg
Toyama in Japan (extended).svg,"Toyama, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Toyama_in_Japan_(extended).svg
Toyama in Japan (narrow).svg,"Toyama, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Toyama_in_Japan_(narrow).svg
Toyama in Japan.svg,"Toyama, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Toyama_in_Japan.svg
Trencsén vármegye in Hungary.svg,"Trencsén vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Trencs%C3%A9n_v%C3%A1rmegye_in_Hungary.svg
Trentino in Italy.svg,"Trentino, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Trentino_in_Italy.svg
Trentino-Alto Adige in Italy (+provinces).svg,"Trentino-Alto Adige, Italy (+provinces)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Trentino-Alto_Adige_in_Italy_(%2Bprovinces).svg
Trentino-Alto Adige in Italy.svg,"Trentino-Alto Adige, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Trentino-Alto_Adige_in_Italy.svg
Trentino-South Tyrol in Italy.svg,"Trentino-South Tyrol, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Trentino-South_Tyrol_in_Italy.svg
Treviso in Italy.svg,"Treviso, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Treviso_in_Italy.svg
Trujillo in Venezuela (+claimed).svg,"Trujillo, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Trujillo_in_Venezuela_(%2Bclaimed).svg
Trujillo in Venezuela.svg,"Trujillo, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Trujillo_in_Venezuela.svg
Tsinghai in Republic of China.svg,"Tsinghai, Republic of China",Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tsinghai_in_Republic_of_China.svg
Tuamotu relief location map.svg,French Polynesia,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tuamotu_relief_location_map.svg
Turkey in Europe (-rivers -mini map).svg,"Turkey, Europe",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Turkey_in_Europe_(-rivers_-mini_map).svg
Turkmenistan on the globe (Afro-Eurasia centered).svg,Turkmenistan,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Turkmenistan_on_the_globe_(Afro-Eurasia_centered).svg
Turks and Caicos Islands in its region.svg,the Turks and Caicos Islands,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Turks_and_Caicos_Islands_in_its_region.svg
Turóc vármegye in Hungary.svg,"Turóc vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tur%C3%B3c_v%C3%A1rmegye_in_Hungary.svg
Tuscany in Italy.svg,"Tuscany, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tuscany_in_Italy.svg
Tuyen Quang in Viet Nam.svg,"Tuyen Quang, Viet Nam",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tuyen_Quang_in_Viet_Nam.svg
Tuyen Quang in Vietnam before 1 July 2025.svg,"Tuyen Quang, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tuyen_Quang_in_Vietnam_before_1_July_2025.svg
Tyneside in England.svg,"Tyneside, England, the United Kingdom",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tyneside_in_England.svg
Udvarhely vármegye in Hungary.svg,"Udvarhely vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Udvarhely_v%C3%A1rmegye_in_Hungary.svg
